    Time(yr)   SMco2_tot(kg)   AQco2_tot(kg)
  0.3391E+03      0.2310E+01      0.1937E+11
  0.3396E+03      0.2355E+01      0.1938E+11
  0.3402E+03      0.2400E+01      0.1939E+11
  0.3408E+03      0.2441E+01      0.1940E+11
  0.3414E+03      0.2480E+01      0.1941E+11
  0.3419E+03      0.2518E+01      0.1942E+11
  0.3425E+03      0.2553E+01      0.1943E+11
  0.3431E+03      0.5049E+01      0.1944E+11
  0.3436E+03      0.5158E+01      0.1945E+11
  0.3440E+03      0.5229E+01      0.1945E+11
  0.3445E+03      0.5320E+01      0.1946E+11
  0.3451E+03      0.5413E+01      0.1947E+11
  0.3456E+03      0.5504E+01      0.1948E+11
  0.3461E+03      0.5593E+01      0.1949E+11
  0.3467E+03      0.5679E+01      0.1950E+11
  0.3472E+03      0.5761E+01      0.1951E+11
  0.3475E+03      0.5800E+01      0.1952E+11
  0.3476E+03      0.5825E+01      0.1952E+11
  0.3479E+03      0.5855E+01      0.1952E+11
  0.3481E+03      0.5896E+01      0.1953E+11
  0.3485E+03      0.5940E+01      0.1953E+11
  0.3489E+03      0.6006E+01      0.1954E+11
  0.3495E+03      0.6075E+01      0.1955E+11
  0.3500E+03      0.6141E+01      0.1956E+11
  0.3505E+03      0.6205E+01      0.1957E+11
  0.3510E+03      0.6266E+01      0.1958E+11
  0.3515E+03      0.6326E+01      0.1963E+11
  0.3520E+03      0.6382E+01      0.1963E+11
  0.3525E+03      0.6437E+01      0.1964E+11
  0.3530E+03      0.6492E+01      0.1965E+11
  0.3535E+03      0.6545E+01      0.1966E+11
  0.3540E+03      0.6594E+01      0.1967E+11
  0.3545E+03      0.6642E+01      0.1968E+11
  0.3550E+03      0.6691E+01      0.1968E+11
  0.3555E+03      0.6737E+01      0.1969E+11
  0.3559E+03      0.6780E+01      0.1970E+11
  0.3564E+03      0.6825E+01      0.1971E+11
  0.3569E+03      0.6865E+01      0.1972E+11
  0.3574E+03      0.6907E+01      0.1977E+11
  0.3579E+03      0.6947E+01      0.1978E+11
  0.3583E+03      0.6986E+01      0.1979E+11
  0.3588E+03      0.7024E+01      0.1980E+11
  0.3591E+03      0.7046E+01      0.1980E+11
  0.3591E+03      0.7048E+01      0.1980E+11
  0.3591E+03      0.7049E+01      0.1980E+11
  0.3592E+03      0.7052E+01      0.1980E+11
  0.3592E+03      0.7056E+01      0.1980E+11
  0.3592E+03      0.7059E+01      0.1981E+11
  0.3593E+03      0.7062E+01      0.1981E+11
  0.3594E+03      0.7067E+01      0.1981E+11
  0.3597E+03      0.7091E+01      0.1981E+11
  0.3610E+03      0.7193E+01      0.1983E+11
  0.3624E+03      0.7292E+01      0.1986E+11
  0.3638E+03      0.7387E+01      0.1988E+11
  0.3651E+03      0.7480E+01      0.1997E+11
  0.3659E+03      0.7531E+01      0.1999E+11
  0.3673E+03      0.7621E+01      0.2001E+11
  0.3685E+03      0.7700E+01      0.2003E+11
  0.3693E+03      0.7757E+01      0.2004E+11
  0.3694E+03      0.7761E+01      0.2004E+11
  0.3694E+03      0.7763E+01      0.2004E+11
  0.3695E+03      0.7767E+01      0.2004E+11
  0.3699E+03      0.7794E+01      0.2005E+11
  0.3713E+03      0.7884E+01      0.2007E+11
  0.3727E+03      0.7973E+01      0.2009E+11
  0.3740E+03      0.8065E+01      0.2011E+11
  0.3754E+03      0.8157E+01      0.2013E+11
  0.3768E+03      0.8251E+01      0.2015E+11
  0.3781E+03      0.1390E+02      0.2017E+11
  0.3795E+03      0.1413E+02      0.2019E+11
  0.3809E+03      0.1436E+02      0.2021E+11
  0.3823E+03      0.1460E+02      0.2023E+11
  0.3836E+03      0.1483E+02      0.2025E+11
  0.3850E+03      0.1508E+02      0.2027E+11
  0.3864E+03      0.1532E+02      0.2028E+11
  0.3877E+03      0.1557E+02      0.2030E+11
  0.3882E+03      0.1564E+02      0.2031E+11
  0.3891E+03      0.1581E+02      0.2032E+11
  0.3903E+03      0.1603E+02      0.2034E+11
  0.3903E+03      0.1604E+02      0.2034E+11
  0.3904E+03      0.1604E+02      0.2034E+11
  0.3904E+03      0.1606E+02      0.2034E+11
  0.3907E+03      0.1610E+02      0.2034E+11
  0.3920E+03      0.1635E+02      0.2036E+11
  0.3934E+03      0.1660E+02      0.2038E+11
  0.3937E+03      0.1668E+02      0.2038E+11
  0.3938E+03      0.1668E+02      0.2038E+11
  0.3939E+03      0.1670E+02      0.2038E+11
  0.3946E+03      0.1683E+02      0.2039E+11
  0.3959E+03      0.1709E+02      0.2041E+11
  0.3965E+03      0.1720E+02      0.2042E+11
  0.3965E+03      0.1720E+02      0.2042E+11
  0.3966E+03      0.1721E+02      0.2042E+11
  0.3967E+03      0.1724E+02      0.2042E+11
  0.3977E+03      0.1744E+02      0.2044E+11
  0.3991E+03      0.1771E+02      0.2046E+11
  0.3997E+03      0.1783E+02      0.2046E+11
  0.4005E+03      0.1798E+02      0.2047E+11
  0.4018E+03      0.1825E+02      0.2049E+11
  0.4032E+03      0.1852E+02      0.2051E+11
  0.4035E+03      0.1857E+02      0.2051E+11
  0.4035E+03      0.1858E+02      0.2051E+11
  0.4036E+03      0.1861E+02      0.2051E+11
  0.4048E+03      0.1884E+02      0.2053E+11
  0.4062E+03      0.1911E+02      0.2055E+11
  0.4075E+03      0.1938E+02      0.2056E+11
  0.4089E+03      0.1964E+02      0.2058E+11
  0.4103E+03      0.1990E+02      0.2060E+11
  0.4113E+03      0.2009E+02      0.2061E+11
  0.4113E+03      0.2010E+02      0.2061E+11
  0.4114E+03      0.2011E+02      0.2061E+11
  0.4115E+03      0.2012E+02      0.2061E+11
  0.4122E+03      0.2025E+02      0.2062E+11
  0.4136E+03      0.2120E+02      0.2064E+11
  0.4145E+03      0.2143E+02      0.2073E+11
  0.4148E+03      0.2151E+02      0.2073E+11
  0.4153E+03      0.2163E+02      0.2074E+11
  0.4164E+03      0.2191E+02      0.2075E+11
  0.4178E+03      0.2488E+02      0.2077E+11
  0.4192E+03      0.2557E+02      0.2078E+11
  0.4205E+03      0.2622E+02      0.2080E+11
  0.4219E+03      0.2683E+02      0.2082E+11
  0.4233E+03      0.2741E+02      0.2083E+11
  0.4246E+03      0.2796E+02      0.2085E+11
  0.4260E+03      0.2848E+02      0.2086E+11
  0.4263E+03      0.3900E+02      0.2087E+11
  0.4263E+03      0.3903E+02      0.2087E+11
  0.4264E+03      0.3911E+02      0.2087E+11
  0.4272E+03      0.3980E+02      0.2088E+11
  0.4286E+03      0.4091E+02      0.2090E+11
  0.4300E+03      0.4198E+02      0.2091E+11
  0.4313E+03      0.5132E+02      0.2093E+11
  0.4327E+03      0.5278E+02      0.2096E+11
  0.4341E+03      0.5421E+02      0.2097E+11
  0.4355E+03      0.5562E+02      0.2099E+11
  0.4368E+03      0.5701E+02      0.2100E+11
  0.4382E+03      0.5839E+02      0.2102E+11
  0.4396E+03      0.5974E+02      0.2103E+11
  0.4409E+03      0.6109E+02      0.2105E+11
  0.4423E+03      0.6242E+02      0.2106E+11
  0.4437E+03      0.6374E+02      0.2109E+11
  0.4450E+03      0.6505E+02      0.2110E+11
  0.4464E+03      0.6635E+02      0.2112E+11
  0.4469E+03      0.6678E+02      0.2112E+11
  0.4477E+03      0.6761E+02      0.2113E+11
  0.4491E+03      0.6890E+02      0.2114E+11
  0.4505E+03      0.7018E+02      0.2116E+11
  0.4518E+03      0.7145E+02      0.2117E+11
  0.4532E+03      0.7271E+02      0.2119E+11
  0.4546E+03      0.7397E+02      0.2120E+11
  0.4559E+03      0.7521E+02      0.2122E+11
  0.4570E+03      0.7615E+02      0.2128E+11
  0.4570E+03      0.7619E+02      0.2128E+11
  0.4571E+03      0.7625E+02      0.2128E+11
  0.4577E+03      0.7681E+02      0.2129E+11
  0.4591E+03      0.7803E+02      0.2130E+11
  0.4596E+03      0.7845E+02      0.2130E+11
  0.4597E+03      0.7858E+02      0.2131E+11
  0.4610E+03      0.7975E+02      0.2134E+11
  0.4611E+03      0.7983E+02      0.2134E+11
  0.4611E+03      0.7983E+02      0.2134E+11
  0.4611E+03      0.7984E+02      0.2134E+11
  0.4611E+03      0.7985E+02      0.2134E+11
  0.4612E+03      0.7985E+02      0.2134E+11
  0.4612E+03      0.7986E+02      0.2134E+11
  0.4612E+03      0.7987E+02      0.2134E+11
  0.4612E+03      0.7988E+02      0.2134E+11
  0.4612E+03      0.7988E+02      0.2134E+11
  0.4612E+03      0.7989E+02      0.2134E+11
  0.4612E+03      0.7990E+02      0.2135E+11
